style,color,url,index
D1482, Lilac,https://dl.dropboxusercontent.com/s/70gunp1l5d2158h/d1482%20lilac.jpg?dl=0,0
D1482, Lilac,https://dl.dropboxusercontent.com/s/af63d76korb4me2/d1482%20lilac_back.jpg?dl=0,back.jp
D1482, White,https://dl.dropboxusercontent.com/s/rou9zfnnc8rht8t/d1482%20white.jpg?dl=0,0
D1483, Black-green,https://dl.dropboxusercontent.com/s/dgmaug8ox13co7b/d1483%20black-green.jpg?dl=0,0
D1483, White-blk,https://dl.dropboxusercontent.com/s/5ouqht9qws2x7gj/d1483%20white-blk_1.jpg?dl=0,1.jp
D1483, White-blk,https://dl.dropboxusercontent.com/s/tmr45rdr2fbq423/d1483%20white-blk_2.jpg?dl=0,2.jp
D1483, White-lav,https://dl.dropboxusercontent.com/s/229acy6biit8l9f/d1483%20white-lav.jpg?dl=0,0
D1484, Lemon yellow,https://dl.dropboxusercontent.com/s/2g5d3v8z0itpya2/d1484%20lemon%20yellow.jpg?dl=0,0
D1484, Lemon yellow,https://dl.dropboxusercontent.com/s/jk3qx20l1hqyscy/d1484%20lemon%20yellow_back.jpg?dl=0,back.jp
D1484, Lime,https://dl.dropboxusercontent.com/s/yqzuq40qstmsiws/d1484%20lime.jpg?dl=0,0
D1484, White,https://dl.dropboxusercontent.com/s/4ecly5r1fxru1hn/d1484%20white.jpg?dl=0,0
D1485, Dk. Lime,https://dl.dropboxusercontent.com/s/2j0tuipu25348uo/d1485%20dk.%20lime.jpg?dl=0,0
D1485, Ice blue,https://dl.dropboxusercontent.com/s/6m64we9hyfxivxf/d1485%20ice%20blue.jpg?dl=0,0
D1485, Ice blue,https://dl.dropboxusercontent.com/s/o00tfrgm9bcppx1/d1485%20ice%20blue_back.jpg?dl=0,back.jp
D1485, Rose pink,https://dl.dropboxusercontent.com/s/foitqlrjqic0p6o/d1485%20rose%20pink.jpg?dl=0,0
D1485, Rose Pink,https://dl.dropboxusercontent.com/s/kjq2oovwpg2679r/d1485%20rose%20pink_back.jpg?dl=0,back.jp
D1485, White,https://dl.dropboxusercontent.com/s/7bh4wj47r4x4jyt/d1485%20white.jpg?dl=0,0
D1486, Navy.JP,https://dl.dropboxusercontent.com/s/6lcmtd9owfvbcc0/d1486%20navy.jpg?dl=0,0
D1486, White,https://dl.dropboxusercontent.com/s/zuxd3w9i3oik4ka/d1486%20white.jpg?dl=0,0
D1486, White,https://dl.dropboxusercontent.com/s/bgq24s9r5h9l82t/d1486%20white_back.jpg?dl=0,back.jp
D1488, Purple-turq,https://dl.dropboxusercontent.com/s/88pfllokl7f5gdd/d1488%20purple-turq.jpg?dl=0,0
D1489, Denim blue,https://dl.dropboxusercontent.com/s/mmeh2s7igco6fmp/d1489%20denim%20blue.jpg?dl=0,0
D1489, Denim blue,https://dl.dropboxusercontent.com/s/r1rlyxq1jjm0hyd/d1489%20denim%20blue_back.jpg?dl=0,back.jp
D1489, Pink,https://dl.dropboxusercontent.com/s/749e7mnmg1pyuj7/d1489%20pink.jpg?dl=0,0
D1490, White,https://dl.dropboxusercontent.com/s/c7so0ce3ancofbh/d1490%20white_1.jpg?dl=0,1.jp
D1490, White,https://dl.dropboxusercontent.com/s/ejoknoy5nod07n7/d1490%20white_2.jpg?dl=0,2.jp
D1490, White,https://dl.dropboxusercontent.com/s/3jpwo9q1dvwwey3/d1490%20white_back.jpg?dl=0,back.jp
D1491, Champagne,https://dl.dropboxusercontent.com/s/7s5vmxjtzqez1kb/d1491%20champagne.jpg?dl=0,0
D1491, Champagne,https://dl.dropboxusercontent.com/s/qimz8zmwmd1aehp/d1491%20champagne_back.jpg?dl=0,back.jp
D1492, Lime green,https://dl.dropboxusercontent.com/s/08u3qmyxalud68q/d1492%20lime%20green_1.jpg?dl=0,1.jp
D1492, Lime green,https://dl.dropboxusercontent.com/s/g2jn3rfl5sc8cib/d1492%20lime%20green_2.jpg?dl=0,2.jp
D1493, Silver,https://dl.dropboxusercontent.com/s/3mt3vb7tv3b4qqd/d1493%20silver.jpg?dl=0,0
D1493, Silver,https://dl.dropboxusercontent.com/s/8ijj4cbtmzrk2u3/d1493%20silver_back.jpg?dl=0,back.jp
D1493, White,https://dl.dropboxusercontent.com/s/fh2cetajfwdnc9m/d1493%20white.jpg?dl=0,0
D1494, Ivory-2,https://dl.dropboxusercontent.com/s/uc24r0fzlcpm08o/d1494%20ivory-2.jpg?dl=0,0
D1494, Ivory,https://dl.dropboxusercontent.com/s/pgvk7wgnw5ylxdw/d1494%20ivory_1.jpg?dl=0,1.jp
D1494, Ivory,https://dl.dropboxusercontent.com/s/ibt1mfu8lf9541w/d1494%20ivory_back.jpg?dl=0,back.jp
D1494, Pink,https://dl.dropboxusercontent.com/s/ufw2mb9jgxu54fz/d1494%20pink.jpg?dl=0,0
D1495, Navy,https://dl.dropboxusercontent.com/s/4ek50r6te1w3mj9/d1495%20navy.jpg?dl=0,0
D1495, Navy,https://dl.dropboxusercontent.com/s/8y9cbp7d10uggbm/d1495%20navy_back.jpg?dl=0,back.jp
